career_seq,career_major_name,career_major_category,updated_at,general_selection_subjects,career_selection_subjects,convergence_selection_subjects,source_text,source_url,collected_at
22,경영정보과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=22,2026-06-02T12:17:07+00:00
10143,교양사회과학부,사회계열,2021-07-01,확률과 통계|사회와 문화|현대사회와 윤리|세계사|세계시민과 지리,법과 사회|정치|윤리와 사상|동아시아 역사 기행|한국지리 탐구|도시의 미래 탐구|인문학과 윤리,사회문제 탐구|윤리문제 탐구|역사로 탐구하는 현대 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 사회학과",https://www.career.go.kr/cloud/w/major/uView?seq=10143,2026-06-02T12:17:07+00:00
639,행정학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=639,2026-06-02T12:17:07+00:00
630,해양경찰학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=630,2026-06-02T12:17:08+00:00
228,비서행정학과,사회계열,2021-07-01,현대사회와 윤리|세계시민과 지리|세계사|사회와 문화|제 2외국어 과목,직무 영어|한국지리 탐구,세계 문화와 영어|여행지리|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 항공서비스학과",https://www.career.go.kr/cloud/w/major/uView?seq=228,2026-06-02T12:17:08+00:00
214,보건행정학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=214,2026-06-02T12:17:09+00:00
27,경찰행정학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=27,2026-06-02T12:17:09+00:00
492,정치외교학과,사회계열,2021-07-01,사회와 문화|세계시민과 지리|세계사,정치|법과 사회|경제|국제 관계의 이해|윤리와 사상|동아시아 역사 기행,기후변화와 지속가능한 세계|사회문제 탐구|윤리문제 탐구|역사로 탐구하는 현대 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정치외교학과",https://www.career.go.kr/cloud/w/major/uView?seq=492,2026-06-02T12:17:10+00:00
181,미디어학과,사회계열,2021-07-01,문학|독서와 작문|화법과 언어|사회와 문화|정보,정치|법과 사회|경제|윤리와 사상|인간과 심리,소프트웨어와 생활|사회문제 탐구|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정보미디어학과",https://www.career.go.kr/cloud/w/major/uView?seq=181,2026-06-02T12:17:10+00:00
243,사회학과,사회계열,2021-07-01,확률과 통계|사회와 문화|현대사회와 윤리|세계사|세계시민과 지리,법과 사회|정치|윤리와 사상|동아시아 역사 기행|한국지리 탐구|도시의 미래 탐구|인문학과 윤리,사회문제 탐구|윤리문제 탐구|역사로 탐구하는 현대 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 사회학과",https://www.career.go.kr/cloud/w/major/uView?seq=243,2026-06-02T12:17:10+00:00
533,지역개발학과,사회계열,2021-07-01,대수|확률과 통계|세계시민과 지리|세계사|사회와 문화|지구과학|정보,기하|한국지리 탐구|도시의 미래 탐구|경제,여행지리|기후변화와 지속가능한 세계|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 지리학과",https://www.career.go.kr/cloud/w/major/uView?seq=533,2026-06-02T12:17:11+00:00
117,도시계획학과,사회계열,2021-07-01,대수|미적분Ⅰ|확률과 통계|물리학|화학|지구과학|정보,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|지구시스템과학|데이터 과학|전자기와 양자,융합과학 탐구|과학의 역사와 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 도시공학과",https://www.career.go.kr/cloud/w/major/uView?seq=117,2026-06-02T12:17:11+00:00
373,국제학부,사회계열,2021-07-01,세계시민과 지리|세계사|사회와 문화|제2외국어 과목,동아시아 역사 기행|정치|법과 사회|경제|국제 관계의 이해,기후변화와 지속가능한 세계|세계 문화와 영어,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 국제학과",https://www.career.go.kr/cloud/w/major/uView?seq=373,2026-06-02T12:17:12+00:00
10007,국제관계학과,사회계열,2021-07-01,세계시민과 지리|세계사|사회와 문화|제2외국어 과목,동아시아 역사 기행|정치|법과 사회|경제|국제 관계의 이해,기후변화와 지속가능한 세계|세계 문화와 영어,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 국제학과",https://www.career.go.kr/cloud/w/major/uView?seq=10007,2026-06-02T12:17:12+00:00
334,아동학과,사회계열,2021-07-01,현대사회와 윤리|사회와 문화|기술|가정,정치|법과 사회|생활과학 탐구,사회문제 탐구|윤리문제 탐구|생애 설계와 자립,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 아동학과",https://www.career.go.kr/cloud/w/major/uView?seq=334,2026-06-02T12:17:12+00:00
103,노인복지학과,사회계열,2021-07-01,현대사회와 윤리|사회와 문화,윤리와 사상|정치|법과 사회|경제|한국지리탐구|도시의 미래 탐구|국제 관계의 이해|생활과학 탐구|인간과 심리,사회문제 탐구|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 사회복지학과",https://www.career.go.kr/cloud/w/major/uView?seq=103,2026-06-02T12:17:13+00:00
203,법학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어 독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구|기후변화와 지속가능한 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 법학과",https://www.career.go.kr/cloud/w/major/uView?seq=203,2026-06-02T12:17:13+00:00
75,국제법무학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어 독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구|기후변화와 지속가능한 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 법학과",https://www.career.go.kr/cloud/w/major/uView?seq=75,2026-06-02T12:17:14+00:00
10141,교양경상학부,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=10141,2026-06-02T12:17:14+00:00
394,유통학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 무역·유통학과",https://www.career.go.kr/cloud/w/major/uView?seq=394,2026-06-02T12:17:14+00:00
21009,물류학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 무역·유통학과",https://www.career.go.kr/cloud/w/major/uView?seq=21009,2026-06-02T12:17:15+00:00
72,무역학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 무역·유통학과",https://www.career.go.kr/cloud/w/major/uView?seq=72,2026-06-02T12:17:15+00:00
662,회계학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 세무·회계학과",https://www.career.go.kr/cloud/w/major/uView?seq=662,2026-06-02T12:17:16+00:00
286,세무학과,사회계열,2021-07-01,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 세무·회계학과",https://www.career.go.kr/cloud/w/major/uView?seq=286,2026-06-02T12:17:16+00:00
83,금융보험학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 금융보험학과",https://www.career.go.kr/cloud/w/major/uView?seq=83,2026-06-02T12:17:16+00:00
666,e-비즈니스학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=666,2026-06-02T12:17:17+00:00
344,언론홍보학과,사회계열,2021-06-30,화법과 언어|독서와 작문|사회와 문화,주제 탐구 독서|정치|법과 사회|논리와 사고|인문학과 윤리|윤리와 사상,역사로 탐구하는 현대 세계|사회문제 탐구|논술,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 언론정보학과",https://www.career.go.kr/cloud/w/major/uView?seq=344,2026-06-02T12:17:17+00:00
54,광고홍보학과,사회계열,2021-06-30,화법과 언어|독서와 작문|확률과 통계|사회와 문화|세계시민과 지리|세계사|현대사회와 윤리,문학과 영상|직무 영어|경제|동아시아 역사 기행|법과 사회|인간과 심리,메체 의사소통|사회문제 탐구|여행지리|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 광고홍보학과",https://www.career.go.kr/cloud/w/major/uView?seq=54,2026-06-02T12:17:18+00:00
46,관광경영학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 호텔·관광경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=46,2026-06-02T12:17:18+00:00
10157,호텔경영학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 호텔·관광경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=10157,2026-06-02T12:17:19+00:00
247,산업경영학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=247,2026-06-02T12:17:19+00:00
304,스포츠마케팅학과,사회계열,2021-06-30,화법과 언어|독서와 작문|확률과 통계|사회와 문화|세계시민과 지리|세계사|현대사회와 윤리,문학과 영상|직무 영어|경제|동아시아 역사 기행|법과 사회|인간과 심리,메체 의사소통|사회문제 탐구|여행지리|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 광고홍보학과",https://www.career.go.kr/cloud/w/major/uView?seq=304,2026-06-02T12:17:19+00:00
221,부동산학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=221,2026-06-02T12:17:20+00:00
208,벤처창업학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=208,2026-06-02T12:17:20+00:00
10139,경영정보학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=10139,2026-06-02T12:17:21+00:00
107,농업경제학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경제학과",https://www.career.go.kr/cloud/w/major/uView?seq=107,2026-06-02T12:17:21+00:00
25,경제학과,사회계열,2021-06-30,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경제학과",https://www.career.go.kr/cloud/w/major/uView?seq=25,2026-06-02T12:17:21+00:00
361,영상콘텐츠과,예체능계열,2021-06-23,독서와 작문|정보,문학과 영상|인공지능 기초|데이터 과학,매체 의사소통|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 영상학과",https://www.career.go.kr/cloud/w/major/uView?seq=361,2026-06-02T12:17:22+00:00
362,영상제작과,예체능계열,2021-06-23,독서와 작문|정보,문학과 영상|인공지능 기초|데이터 과학,매체 의사소통|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 영상학과",https://www.career.go.kr/cloud/w/major/uView?seq=362,2026-06-02T12:17:22+00:00
10008,만화창작과,예체능계열,2021-06-23,독서와 작문|문학,주체 탐구 독서|문학과 영상|문예 창작의 이해|문장론|문학 감상과 비평|시 창작|소설 창작|극 창작,독서 토론과 글쓰기|문학과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 문예창작학과",https://www.career.go.kr/cloud/w/major/uView?seq=10008,2026-06-02T12:17:23+00:00
566,커뮤니케이션디자인학과,예체능계열,2021-06-22,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=566,2026-06-02T12:17:23+00:00
360,미디어영상학과,예체능계열,2021-06-22,독서와 작문|정보,문학과 영상|인공지능 기초|데이터 과학,매체 의사소통|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 영상학과",https://www.career.go.kr/cloud/w/major/uView?seq=360,2026-06-02T12:17:23+00:00
172,물류시스템공학과,공학계열,2021-06-22,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|세계시민과 지리|사회와 문화|정보,기하|미적분Ⅱ|도시의 미래 탐구|경제|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|사회문제 탐구|금융과 경제생활|윤리문제 탐구|창의공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 산업공학과",https://www.career.go.kr/cloud/w/major/uView?seq=172,2026-06-02T12:17:24+00:00
23,경영학과,사회계열,2021-06-22,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=23,2026-06-02T12:17:25+00:00
10150,디지털디자인학과,예체능계열,2021-06-22,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=10150,2026-06-02T12:17:25+00:00
629,항해학과,공학계열,2021-06-22,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 해양공학과",https://www.career.go.kr/cloud/w/major/uView?seq=629,2026-06-02T12:17:25+00:00
631,해양공학과,공학계열,2021-06-22,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 해양공학과",https://www.career.go.kr/cloud/w/major/uView?seq=631,2026-06-02T12:17:26+00:00
10149,디자인학과,예체능계열,2021-06-22,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=10149,2026-06-02T12:17:26+00:00
634,해양시스템학과,공학계열,2021-06-22,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|지구시스템과학|데이터 과학,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 해양공학과",https://www.career.go.kr/cloud/w/major/uView?seq=634,2026-06-02T12:17:27+00:00
10006,가정교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|현대사회와 윤리|제2외국어 과목,주제 탐구 독서|영어 발표와 토론|동아시아 역사 기행|정치|법과사회|윤리와 사상|교육의 이해,독서 토론과 글쓰기|미디어 영어|역사로 탐구하는 현대 세계|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 교육학과",https://www.career.go.kr/cloud/w/major/uView?seq=10006,2026-06-02T12:17:27+00:00
8,가족복지과,사회계열,2020-12-02,현대사회와 윤리|사회와 문화,윤리와 사상|정치|법과 사회|경제|한국지리탐구|도시의 미래 탐구|국제 관계의 이해|생활과학 탐구|인간과 심리,사회문제 탐구|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 사회복지학과",https://www.career.go.kr/cloud/w/major/uView?seq=8,2026-06-02T12:17:27+00:00
