career_seq,career_major_name,career_major_category,updated_at,general_selection_subjects,career_selection_subjects,convergence_selection_subjects,source_text,source_url,collected_at
267,생화학과,자연계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|로봇과 공학세계,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 화학공학과",https://www.career.go.kr/cloud/w/major/uView?seq=267,2026-06-02T12:18:29+00:00
21013,생활문화과,자연계열,2020-12-02,화법과 언어|문학|독서와 작문|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|현대사회와 윤리|음악|미술|연극|정보|제2외국어,주제 탐구 독서|문학과 영상|영미 문학 읽기|영어 발표와 토론|동아시아 역사 기행|정치|법과 사회|윤리와 사상|인문학과 윤리|미술 감상과 비평|음악 감상과 비평,독서 토론과 글쓰기|메체 의사소통|미디어 영어|세계 문화와 영어|사회문제 탐구|음악과 미디어|미술과 매체|지식 재산 일반|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 문화콘텐츠학과",https://www.career.go.kr/cloud/w/major/uView?seq=21013,2026-06-02T12:18:29+00:00
272,서양화과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 Ⅰ|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 회화과",https://www.career.go.kr/cloud/w/major/uView?seq=272,2026-06-02T12:18:29+00:00
10005,선교과,사회계열,2020-12-02,현대사회와 윤리|사회와 문화,윤리와 사상|정치|법과 사회|경제|한국지리탐구|도시의 미래 탐구|국제 관계의 이해|생활과학 탐구|인간과 심리,사회문제 탐구|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 사회복지학과",https://www.career.go.kr/cloud/w/major/uView?seq=10005,2026-06-02T12:18:30+00:00
276,선교학과,인문계열,2020-12-02,독서와 작문|세계시민과 지리|세계사|사회와 문화|현대사회와 윤리|정보,주제 탐구 독서|영미 문학 읽기|한국지리 탐구|동아시아 역사 기행|법과 사회|윤리와 사상|인문학과 윤리|미술 감상과 비평|삶과 종교|인간과 심리,세계 문화와 영어|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|윤리문제 탐구|과학의 역사와 문화|미술과 매체|지식 재산 일반,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 인류학과",https://www.career.go.kr/cloud/w/major/uView?seq=276,2026-06-02T12:18:30+00:00
279,섬유공학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|물질과 에너지|화학 반응의 세계|세포와 물질대사|생활과학 탐구,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 섬유공학과",https://www.career.go.kr/cloud/w/major/uView?seq=279,2026-06-02T12:18:30+00:00
281,섬유디자인과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|물질과 에너지|화학 반응의 세계|세포와 물질대사|생활과학 탐구,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 섬유공학과",https://www.career.go.kr/cloud/w/major/uView?seq=281,2026-06-02T12:18:31+00:00
282,섬유디자인학과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=282,2026-06-02T12:18:31+00:00
283,성악과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어Ⅰ|영어Ⅱ|영어 독해와 작문|사회와 문화|음악,주제 탐구 독서|심화 영어|법과 사회|경제|윤리와 사상|음악 연주와 창작|음악 감상과 비평|음악 이론|음악사|시창|청음|음악 전공 실기|합창|합주|음악 공연 실습,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|음악과 미디어|음악과 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 성악과",https://www.career.go.kr/cloud/w/major/uView?seq=283,2026-06-02T12:18:32+00:00
285,세라믹공학과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 신소재공학과",https://www.career.go.kr/cloud/w/major/uView?seq=285,2026-06-02T12:18:32+00:00
287,세무회계과,사회계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 세무·회계학과",https://www.career.go.kr/cloud/w/major/uView?seq=287,2026-06-02T12:18:32+00:00
10015,소방방재학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|지구과학|정보|기술|가정,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|인공지능 기초|데이터 과학|로봇과 공학세계,창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 제어계측공학과",https://www.career.go.kr/cloud/w/major/uView?seq=10015,2026-06-02T12:18:33+00:00
288,소방안전관리과,의약계열,2020-12-02,화법과 언어|독서와 작문|문학|확률과 통계|영어 Ⅰ|영어프|영어 독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|생명과학|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해|생물의 유전,독서 토론과 글쓰기|실용 통계|수학과제 탐구|사회문제 탐구|기후변화와 지속가능한 세계|융합과학 탐구|보건,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 보건행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=288,2026-06-02T12:18:33+00:00
290,소프트웨어공학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 소프트웨어학과",https://www.career.go.kr/cloud/w/major/uView?seq=290,2026-06-02T12:18:34+00:00
21014,수산학과,자연계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|화학|생명과학|지구과학|정보,미적분Ⅱ|인공지능 수학|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계|기후변화와 환경생태,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 동물자원학과",https://www.career.go.kr/cloud/w/major/uView?seq=21014,2026-06-02T12:18:34+00:00
296,수의학과,자연계열,2020-12-02,미적분Ⅰ|확률과 통계|화학|생명과학|현대사회와 윤리,미적분Ⅱ|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|보건,융합과학 탐구|생명과학 실험,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 수의학과",https://www.career.go.kr/cloud/w/major/uView?seq=296,2026-06-02T12:18:34+00:00
298,수학과,자연계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학,기하|미적분Ⅱ|인공지능 수학|역학과 에너지|전자기와 양자,수학과제 탐구|수학과 문화|실용 통계|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 수학과",https://www.career.go.kr/cloud/w/major/uView?seq=298,2026-06-02T12:18:35+00:00
299,수학교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|정보,주제 탐구 독서|기하|미적분Ⅱ|인공지능 수학|인공지능기초|데이터 과학|논리와 사고,실용 통계|수학과제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 수학교육과",https://www.career.go.kr/cloud/w/major/uView?seq=299,2026-06-02T12:18:35+00:00
10033,수해양산업교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|기술|가정|정보|생태와 환경,주제 탐구 독서|기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학,기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 과학교과교육과",https://www.career.go.kr/cloud/w/major/uView?seq=10033,2026-06-02T12:18:36+00:00
21015,순수미술과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 Ⅰ|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 회화과",https://www.career.go.kr/cloud/w/major/uView?seq=21015,2026-06-02T12:18:36+00:00
489,스마트정보과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|사회문제 탐구|윤리문제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 인공지능학과",https://www.career.go.kr/cloud/w/major/uView?seq=489,2026-06-02T12:18:36+00:00
10019,스마트폰과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 소프트웨어학과",https://www.career.go.kr/cloud/w/major/uView?seq=10019,2026-06-02T12:18:37+00:00
